Country,Year,Food Category,Total Waste (kg),Total Cost (₹),Average Waste (kg),Records Count
France,2021,Dairy,4310.23,215511.35,119.73,36
France,2021,Cereals & Grains,1172.53,58626.5,55.83,21
France,2021,Meat & Poultry,1583.59,79179.6,93.15,17
France,2021,Bakery,1809.95,90497.45,58.39,31
France,2021,Legumes,407.6,20379.8,22.64,18
France,2021,Beverages,622.0,31100.2,24.88,25
France,2021,Oils & Fats,2280.2,114010.1,91.21,25
France,2021,Fruits & Vegetables,4011.12,200555.85,143.25,28
France,2021,Prepared Foods,1664.9,83245.25,66.6,25
France,2021,Seafood,1902.83,95141.45,79.28,24
France,2022,Beverages,1336.3,66815.0,47.73,28
France,2022,Bakery,1270.1,63504.8,70.56,18
France,2022,Fruits & Vegetables,1294.21,64710.35,68.12,19
France,2022,Prepared Foods,3081.55,154077.5,133.98,23
France,2022,Oils & Fats,1069.1,53454.75,44.55,24
France,2022,Meat & Poultry,1645.71,82285.6,58.78,28
France,2022,Dairy,2243.31,112165.65,93.47,24
France,2022,Seafood,1266.65,63332.3,57.57,22
France,2022,Cereals & Grains,1983.45,99172.35,68.39,29
France,2022,Legumes,541.62,27080.8,27.08,20
France,2023,Legumes,2018.21,100910.45,54.55,37
France,2023,Bakery,2486.15,124307.35,99.45,25
France,2023,Fruits & Vegetables,3396.97,169848.55,147.69,23
France,2023,Beverages,807.01,40350.6,32.28,25
France,2023,Prepared Foods,2681.34,134067.1,89.38,30
France,2023,Oils & Fats,838.11,41905.3,27.94,30
France,2023,Seafood,4090.64,204532.0,141.06,29
France,2023,Cereals & Grains,1471.65,73582.3,56.6,26
France,2023,Meat & Poultry,5583.19,279159.25,214.74,26
France,2023,Dairy,2036.95,101847.7,65.71,31
France,2024,Cereals & Grains,2819.2,140960.05,104.41,27
France,2024,Oils & Fats,7591.56,379578.2,244.89,31
France,2024,Prepared Foods,4580.91,229045.4,163.6,28
France,2024,Bakery,958.95,47947.5,38.36,25
France,2024,Meat & Poultry,3937.1,196854.85,151.43,26
France,2024,Seafood,3249.65,162482.45,135.4,24
France,2024,Dairy,1387.02,69350.85,55.48,25
France,2024,Beverages,2218.03,110901.55,71.55,31
France,2024,Fruits & Vegetables,2942.57,147128.75,91.96,32
France,2024,Legumes,1815.36,90767.8,72.61,25
Germany,2015,Meat & Poultry,2099.22,104961.0,116.62,18
Germany,2015,Cereals & Grains,2310.2,115509.8,128.34,18
Germany,2015,Beverages,1820.22,91011.1,50.56,36
Germany,2015,Dairy,2086.65,104332.65,74.52,28
Germany,2015,Fruits & Vegetables,2269.65,113482.55,81.06,28
Germany,2015,Prepared Foods,2713.67,135683.35,79.81,34
Germany,2015,Bakery,2672.25,133612.65,127.25,21
Germany,2015,Legumes,2037.0,101849.9,67.9,30
Germany,2015,Oils & Fats,313.06,15653.25,15.65,20
Germany,2015,Seafood,3700.46,185022.8,142.33,26
Germany,2016,Oils & Fats,719.66,35983.0,35.98,20
Germany,2016,Legumes,2349.42,117471.0,83.91,28
Germany,2016,Meat & Poultry,12145.18,607258.85,607.26,20
Germany,2016,Beverages,1632.59,81629.55,51.02,32
Germany,2016,Fruits & Vegetables,2033.4,101670.1,72.62,28
Germany,2016,Bakery,2036.77,101838.65,75.44,27
Germany,2016,Prepared Foods,1544.41,77220.65,81.28,19
Germany,2016,Cereals & Grains,3450.61,172530.6,111.31,31
Germany,2016,Seafood,3132.49,156624.3,120.48,26
Germany,2016,Dairy,2353.09,117654.55,90.5,26
Germany,2017,Legumes,2023.7,101185.0,84.32,24
Germany,2017,Fruits & Vegetables,801.64,40082.15,32.07,25
Germany,2017,Beverages,517.11,25855.25,25.86,20
Germany,2017,Cereals & Grains,2166.32,108315.95,103.16,21
Germany,2017,Bakery,2897.09,144854.55,125.96,23
Germany,2017,Meat & Poultry,954.23,47711.45,41.49,23
Germany,2017,Prepared Foods,1567.37,78368.3,174.15,9
Germany,2017,Dairy,1537.09,76854.7,73.19,21
Germany,2017,Oils & Fats,665.93,33296.3,28.95,23
Germany,2017,Seafood,3325.62,166280.85,158.36,21
Germany,2018,Dairy,1387.49,69374.4,66.07,21
Germany,2018,Prepared Foods,1735.46,86772.95,96.41,18
Germany,2018,Legumes,1717.52,85876.05,85.88,20
Germany,2018,Cereals & Grains,1517.07,75853.5,72.24,21
Germany,2018,Meat & Poultry,3109.04,155452.1,115.15,27
Germany,2018,Oils & Fats,391.4,19569.95,16.31,24
Germany,2018,Beverages,1383.49,69174.65,55.34,25
Germany,2018,Seafood,1911.6,95580.2,95.58,20
Germany,2018,Bakery,2268.55,113427.25,70.89,32
Germany,2018,Fruits & Vegetables,1694.87,84743.55,89.2,19
Germany,2019,Fruits & Vegetables,2565.88,128293.9,80.18,32
Germany,2019,Prepared Foods,2118.73,105936.65,78.47,27
Germany,2019,Beverages,409.57,20478.4,17.81,23
Germany,2019,Legumes,2355.23,117761.35,98.13,24
Germany,2019,Dairy,1770.78,88538.75,65.58,27
Germany,2019,Bakery,3117.67,155883.35,89.08,35
Germany,2019,Meat & Poultry,4598.83,229941.6,158.58,29
Germany,2019,Cereals & Grains,1620.63,81031.6,67.53,24
Germany,2019,Oils & Fats,1384.25,69212.55,55.37,25
Germany,2019,Seafood,3861.89,193094.45,148.53,26
Germany,2020,Legumes,1865.11,93255.65,71.74,26
Germany,2020,Seafood,3215.3,160765.15,133.97,24
Germany,2020,Meat & Poultry,2313.95,115697.75,115.7,20
Germany,2020,Oils & Fats,913.72,45686.05,28.55,32
Germany,2020,Prepared Foods,1617.05,80852.3,52.16,31
Germany,2020,Beverages,1006.38,50319.15,40.26,25
Germany,2020,Bakery,2711.0,135550.05,79.74,34
Germany,2020,Fruits & Vegetables,3313.09,165654.7,122.71,27
Germany,2020,Cereals & Grains,2006.36,100317.95,83.6,24
Germany,2020,Dairy,1364.33,68216.45,104.95,13
Germany,2021,Oils & Fats,1178.78,58938.95,39.29,30
Germany,2021,Meat & Poultry,3538.55,176927.55,136.1,26
Germany,2021,Legumes,3663.49,183174.5,111.01,33
Germany,2021,Bakery,3522.73,176136.6,95.21,37
Germany,2021,Prepared Foods,3584.66,179233.05,188.67,19
Germany,2021,Beverages,946.16,47307.85,33.79,28
Germany,2021,Seafood,446.99,22349.7,24.83,18
Germany,2021,Cereals & Grains,2478.84,123941.9,88.53,28
Germany,2021,Fruits & Vegetables,581.51,29075.65,27.69,21
Germany,2021,Dairy,703.0,35149.75,29.29,24
Germany,2022,Legumes,2255.2,112760.0,98.05,23
Germany,2022,Dairy,1960.14,98007.25,67.59,29
Germany,2022,Fruits & Vegetables,2576.91,128845.6,88.86,29
Germany,2022,Meat & Poultry,2352.82,117640.8,130.71,18
Germany,2022,Beverages,239.04,11951.8,13.28,18
Germany,2022,Oils & Fats,267.36,13368.1,10.69,25
Germany,2022,Prepared Foods,5380.03,269001.55,199.26,27
Germany,2022,Seafood,4530.35,226517.3,196.97,23
Germany,2022,Cereals & Grains,1300.38,65019.0,56.54,23
Germany,2022,Bakery,3159.7,157984.85,95.75,33
Germany,2023,Oils & Fats,1204.18,60208.85,50.17,24
Germany,2023,Dairy,572.7,28634.85,23.86,24
Germany,2023,Fruits & Vegetables,3076.75,153837.4,109.88,28
Germany,2023,Cereals & Grains,235.69,11784.4,15.71,15
Germany,2023,Seafood,5300.9,265044.75,155.91,34
Germany,2023,Prepared Foods,4020.69,201034.3,154.64,26
Germany,2023,Meat & Poultry,2687.88,134394.1,127.99,21
Germany,2023,Bakery,4361.18,218058.75,167.74,26
Germany,2023,Beverages,530.94,26547.25,24.13,22
Germany,2023,Legumes,1165.2,58259.85,58.26,20
Germany,2024,Seafood,1767.45,88372.6,57.01,31
Germany,2024,Meat & Poultry,3093.97,154698.35,128.92,24
Germany,2024,Dairy,1901.89,95094.45,118.87,16
Germany,2024,Fruits & Vegetables,3048.76,152438.25,112.92,27
Germany,2024,Bakery,2898.79,144939.35,144.94,20
Germany,2024,Beverages,183.35,9167.6,7.33,25
Germany,2024,Cereals & Grains,1258.74,62936.85,52.45,24
Germany,2024,Prepared Foods,1501.45,75072.75,100.1,15
Germany,2024,Legumes,1194.83,59741.25,49.78,24
Germany,2024,Oils & Fats,800.04,40001.8,27.59,29
India,2015,Legumes,503.41,25170.7,31.46,16
India,2015,Beverages,2240.99,112049.3,83.0,27
India,2015,Oils & Fats,821.8,41090.05,43.25,19
India,2015,Fruits & Vegetables,1680.86,84043.15,76.4,22
India,2015,Bakery,2066.83,103341.45,76.55,27
India,2015,Prepared Foods,5742.44,287121.9,319.02,18
India,2015,Cereals & Grains,1193.39,59669.55,49.72,24
India,2015,Dairy,1313.2,65660.25,45.28,29
India,2015,Meat & Poultry,3216.68,160833.95,134.03,24
India,2015,Seafood,3143.54,157176.95,120.91,26
India,2016,Beverages,1033.92,51696.05,47.0,22
India,2016,Cereals & Grains,1763.56,88178.15,110.22,16
India,2016,Meat & Poultry,1467.14,73357.2,86.3,17
India,2016,Legumes,2510.13,125506.4,86.56,29
India,2016,Oils & Fats,254.12,12706.05,14.12,18
India,2016,Fruits & Vegetables,1003.21,50160.6,59.01,17
India,2016,Prepared Foods,2867.62,143381.2,106.21,27
India,2016,Dairy,3020.16,151008.15,120.81,25
India,2016,Bakery,2265.36,113268.0,151.02,15
India,2016,Seafood,3438.25,171912.45,191.01,18
India,2017,Meat & Poultry,4506.07,225303.45,180.24,25
India,2017,Prepared Foods,1812.93,90646.7,90.65,20
India,2017,Fruits & Vegetables,3382.99,169149.3,116.65,29
India,2017,Cereals & Grains,2001.53,100076.6,83.4,24
India,2017,Seafood,2017.0,100849.95,84.04,24
India,2017,Beverages,1503.86,75193.0,62.66,24
India,2017,Bakery,2256.26,112813.2,70.51,32
India,2017,Oils & Fats,1377.7,68885.2,52.99,26
India,2017,Dairy,1602.13,80106.75,84.32,19
India,2017,Legumes,1699.71,84985.6,62.95,27
India,2018,Seafood,4766.21,238310.45,170.22,28
India,2018,Bakery,1910.13,95506.6,63.67,30
India,2018,Cereals & Grains,1741.72,87086.15,79.17,22
India,2018,Meat & Poultry,3595.5,179775.0,149.81,24
India,2018,Oils & Fats,1358.83,67941.45,48.53,28
India,2018,Fruits & Vegetables,3058.61,152930.35,132.98,23
India,2018,Prepared Foods,2891.59,144579.6,115.66,25
India,2018,Beverages,3744.82,187241.0,129.13,29
India,2018,Dairy,2474.63,123731.65,112.48,22
India,2018,Legumes,3607.45,180372.7,87.99,41
India,2019,Bakery,2531.74,126587.0,97.37,26
India,2019,Beverages,642.16,32107.85,22.14,29
India,2019,Meat & Poultry,2200.32,110015.8,110.02,20
India,2019,Fruits & Vegetables,2197.37,109868.55,99.88,22
India,2019,Prepared Foods,1235.62,61780.9,61.78,20
India,2019,Cereals & Grains,1847.76,92388.2,73.91,25
India,2019,Oils & Fats,484.39,24219.3,32.29,15
India,2019,Legumes,1992.71,99635.55,79.71,25
India,2019,Seafood,2649.7,132485.15,147.21,18
India,2019,Dairy,2536.58,126829.05,105.69,24
India,2020,Cereals & Grains,2354.17,117708.75,98.09,24
India,2020,Oils & Fats,605.01,30250.55,40.33,15
India,2020,Bakery,1225.13,61256.6,47.12,26
India,2020,Dairy,2826.58,141328.85,117.77,24
India,2020,Seafood,4610.0,230500.1,124.59,37
India,2020,Prepared Foods,3201.07,160053.6,118.56,27
India,2020,Legumes,1012.76,50637.8,50.64,20
India,2020,Beverages,1440.47,72023.75,62.63,23
India,2020,Fruits & Vegetables,2610.61,130530.65,87.02,30
India,2020,Meat & Poultry,2528.85,126442.7,93.66,27
India,2021,Beverages,2323.04,116152.15,77.43,30
India,2021,Seafood,2492.22,124611.25,92.3,27
India,2021,Fruits & Vegetables,2872.76,143638.15,79.8,36
India,2021,Bakery,1369.58,68478.9,57.07,24
India,2021,Cereals & Grains,1597.99,79899.45,53.27,30
India,2021,Prepared Foods,2672.53,133626.5,121.48,22
India,2021,Oils & Fats,811.24,40561.8,23.86,34
India,2021,Meat & Poultry,1553.35,77667.6,64.72,24
India,2021,Dairy,1946.99,97349.3,97.35,20
India,2021,Legumes,1490.32,74515.8,70.97,21
India,2022,Seafood,2557.0,127850.05,116.23,22
India,2022,Prepared Foods,5213.45,260672.65,168.18,31
India,2022,Beverages,1665.43,83271.5,75.7,22
India,2022,Dairy,1154.75,57737.75,38.49,30
India,2022,Fruits & Vegetables,3711.09,185554.4,142.73,26
India,2022,Cereals & Grains,1553.8,77689.75,53.58,29
India,2022,Oils & Fats,908.49,45424.4,43.26,21
India,2022,Bakery,2298.1,114905.15,104.46,22
India,2022,Legumes,2972.08,148603.9,102.49,29
India,2022,Meat & Poultry,1438.77,71938.6,55.34,26
India,2023,Bakery,2909.33,145466.55,107.75,27
India,2023,Seafood,3974.86,198742.8,137.06,29
India,2023,Meat & Poultry,5154.98,257749.15,161.09,32
India,2023,Dairy,2888.91,144445.75,120.37,24
India,2023,Beverages,1327.2,66359.85,78.07,17
India,2023,Cereals & Grains,2300.3,115015.05,85.2,27
India,2023,Legumes,1257.31,62865.45,48.36,26
India,2023,Prepared Foods,1616.76,80838.15,89.82,18
India,2023,Oils & Fats,1904.54,95226.9,82.81,23
India,2023,Fruits & Vegetables,2151.04,107551.9,82.73,26
India,2024,Meat & Poultry,40997.09,2049854.25,1242.34,33
India,2024,Bakery,1860.08,93004.0,93.0,20
India,2024,Fruits & Vegetables,3274.52,163725.95,105.63,31
India,2024,Prepared Foods,3329.19,166459.5,107.39,31
India,2024,Seafood,588.69,29434.55,30.98,19
India,2024,Oils & Fats,1245.47,62273.6,51.89,24
India,2024,Cereals & Grains,2500.25,125012.7,80.65,31
India,2024,Beverages,1036.47,51823.45,43.19,24
India,2024,Legumes,2034.58,101728.9,70.16,29
India,2024,Dairy,1167.89,58394.3,48.66,24
Indonesia,2015,Beverages,1113.72,55686.1,35.93,31
Indonesia,2015,Cereals & Grains,1668.64,83432.05,64.18,26
Indonesia,2015,Bakery,866.63,43331.4,41.27,21
Indonesia,2015,Seafood,3794.79,189739.4,189.74,20
Indonesia,2015,Legumes,1164.8,58240.05,40.17,29
Indonesia,2015,Dairy,3250.02,162500.85,112.07,29
Indonesia,2015,Oils & Fats,1328.14,66406.8,51.08,26
Indonesia,2015,Prepared Foods,1562.96,78148.15,74.43,21
Indonesia,2015,Meat & Poultry,1854.74,92737.05,80.64,23
Indonesia,2015,Fruits & Vegetables,3010.32,150516.05,167.24,18
Indonesia,2016,Prepared Foods,899.29,44964.75,44.96,20
Indonesia,2016,Dairy,3549.9,177495.1,236.66,15
Indonesia,2016,Meat & Poultry,3273.06,163653.1,136.38,24
Indonesia,2016,Beverages,689.01,34450.65,31.32,22
Indonesia,2016,Legumes,1130.85,56542.6,37.7,30
Indonesia,2016,Seafood,3482.94,174147.05,145.12,24
Indonesia,2016,Fruits & Vegetables,1263.49,63174.35,66.5,19
Indonesia,2016,Bakery,1883.69,94184.65,62.79,30
Indonesia,2016,Cereals & Grains,2933.99,146699.35,94.64,31
Indonesia,2016,Oils & Fats,485.16,24258.0,19.41,25
Indonesia,2017,Legumes,1166.59,58329.7,46.66,25
Indonesia,2017,Bakery,6525.2,326260.25,233.04,28
Indonesia,2017,Oils & Fats,748.55,37427.35,25.81,29
Indonesia,2017,Prepared Foods,2082.66,104132.95,90.55,23
Indonesia,2017,Dairy,518.58,25929.15,22.55,23
Indonesia,2017,Fruits & Vegetables,1981.05,99052.3,82.54,24
Indonesia,2017,Seafood,3863.84,193191.95,160.99,24
Indonesia,2017,Cereals & Grains,3447.5,172375.1,156.7,22
Indonesia,2017,Beverages,3003.69,150184.7,93.87,32
Indonesia,2017,Meat & Poultry,1351.87,67593.7,79.52,17
Indonesia,2018,Dairy,1632.5,81624.95,85.92,19
Indonesia,2018,Meat & Poultry,2043.84,102192.15,107.57,19
Indonesia,2018,Beverages,1037.47,51873.75,33.47,31
Indonesia,2018,Bakery,2618.81,130940.3,77.02,34
Indonesia,2018,Oils & Fats,856.5,42825.1,40.79,21
Indonesia,2018,Legumes,1066.15,53307.45,36.76,29
Indonesia,2018,Prepared Foods,2613.72,130685.75,87.12,30
Indonesia,2018,Cereals & Grains,2475.61,123780.65,66.91,37
Indonesia,2018,Fruits & Vegetables,2403.47,120173.25,75.11,32
Indonesia,2018,Seafood,3362.62,168131.25,152.85,22
Indonesia,2019,Prepared Foods,2578.65,128932.55,103.15,25
Indonesia,2019,Dairy,1172.5,58624.8,48.85,24
Indonesia,2019,Oils & Fats,1039.46,51973.05,34.65,30
Indonesia,2019,Legumes,2479.75,123987.35,82.66,30
Indonesia,2019,Bakery,2733.33,136666.7,94.25,29
Indonesia,2019,Fruits & Vegetables,3336.92,166846.2,119.18,28
Indonesia,2019,Meat & Poultry,2139.73,106986.6,85.59,25
Indonesia,2019,Seafood,4134.11,206705.75,196.86,21
Indonesia,2019,Cereals & Grains,1890.23,94511.6,78.76,24
Indonesia,2019,Beverages,419.38,20969.05,24.67,17
Indonesia,2020,Beverages,2039.54,101977.1,75.54,27
Indonesia,2020,Bakery,1627.74,81387.05,81.39,20
Indonesia,2020,Fruits & Vegetables,3503.54,175177.15,116.78,30
Indonesia,2020,Cereals & Grains,2090.49,104524.5,116.14,18
Indonesia,2020,Legumes,1641.7,82084.8,78.18,21
Indonesia,2020,Seafood,2461.95,123097.5,82.06,30
Indonesia,2020,Prepared Foods,4334.02,216701.15,166.69,26
Indonesia,2020,Dairy,1828.38,91419.15,87.07,21
Indonesia,2020,Meat & Poultry,3036.25,151812.3,138.01,22
Indonesia,2020,Oils & Fats,1176.2,58810.1,49.01,24
Indonesia,2021,Bakery,2819.69,140984.35,108.45,26
Indonesia,2021,Seafood,3161.71,158085.3,150.56,21
Indonesia,2021,Fruits & Vegetables,959.97,47998.75,48.0,20
Indonesia,2021,Dairy,952.34,47617.25,50.12,19
Indonesia,2021,Prepared Foods,4333.05,216652.7,154.75,28
Indonesia,2021,Beverages,1634.05,81702.7,46.69,35
Indonesia,2021,Legumes,969.38,48469.25,37.28,26
Indonesia,2021,Meat & Poultry,3791.98,189598.85,199.58,19
Indonesia,2021,Cereals & Grains,1555.37,77768.7,40.93,38
Indonesia,2021,Oils & Fats,1453.21,72660.45,51.9,28
Indonesia,2022,Prepared Foods,403.94,20197.15,26.93,15
Indonesia,2022,Beverages,1563.22,78161.05,91.95,17
Indonesia,2022,Legumes,1525.64,76281.9,58.68,26
Indonesia,2022,Cereals & Grains,1067.04,53352.2,48.5,22
Indonesia,2022,Meat & Poultry,2504.53,125226.6,100.18,25
Indonesia,2022,Bakery,3552.79,177639.45,136.65,26
Indonesia,2022,Seafood,1545.56,77277.8,73.6,21
Indonesia,2022,Fruits & Vegetables,633.71,31685.7,30.18,21
Indonesia,2022,Dairy,1098.04,54902.2,43.92,25
Indonesia,2022,Oils & Fats,942.12,47105.9,40.96,23
Indonesia,2023,Cereals & Grains,554.55,27727.55,30.81,18
Indonesia,2023,Meat & Poultry,4234.16,211708.2,222.85,19
Indonesia,2023,Legumes,955.8,47789.8,41.56,23
Indonesia,2023,Dairy,995.0,49750.05,49.75,20
Indonesia,2023,Bakery,1926.24,96312.1,74.09,26
Indonesia,2023,Oils & Fats,684.78,34239.05,25.36,27
Indonesia,2023,Fruits & Vegetables,2441.41,122070.4,78.76,31
Indonesia,2023,Beverages,1619.8,80990.2,59.99,27
Indonesia,2023,Prepared Foods,2944.49,147224.65,105.16,28
Indonesia,2023,Seafood,3659.78,182989.0,140.76,26
Indonesia,2024,Fruits & Vegetables,1355.67,67783.65,54.23,25
Indonesia,2024,Prepared Foods,2298.95,114947.75,99.95,23
Indonesia,2024,Dairy,2276.2,113809.9,98.97,23
Indonesia,2024,Beverages,1198.02,59901.0,46.08,26
Indonesia,2024,Bakery,128.64,6431.8,7.15,18
Indonesia,2024,Oils & Fats,209.36,10468.05,9.1,23
Indonesia,2024,Cereals & Grains,1449.83,72491.4,40.27,36
Indonesia,2024,Meat & Poultry,2071.08,103553.95,76.71,27
Indonesia,2024,Seafood,2408.38,120419.2,83.05,29
Indonesia,2024,Legumes,2697.66,134883.15,93.02,29
Italy,2015,Oils & Fats,1591.9,79594.85,69.21,23
Italy,2015,Prepared Foods,3332.3,166614.8,185.13,18
Italy,2015,Fruits & Vegetables,2419.43,120971.65,142.32,17
Italy,2015,Bakery,1700.94,85046.9,81.0,21
Italy,2015,Meat & Poultry,4091.0,204549.95,170.46,24
Italy,2015,Beverages,838.36,41918.15,36.45,23
Italy,2015,Legumes,889.44,44472.0,29.65,30
Italy,2015,Cereals & Grains,1080.74,54036.9,49.12,22
Italy,2015,Dairy,702.9,35144.8,26.03,27
Italy,2015,Seafood,3463.34,173166.95,150.58,23
Italy,2016,Prepared Foods,3834.51,191725.3,132.22,29
Italy,2016,Dairy,1769.82,88490.85,55.31,32
Italy,2016,Meat & Poultry,3347.99,167399.4,119.57,28
Italy,2016,Bakery,2290.48,114524.15,109.07,21
Italy,2016,Fruits & Vegetables,2388.01,119400.35,91.85,26
Italy,2016,Beverages,1278.72,63936.1,55.6,23
Italy,2016,Oils & Fats,822.35,41117.65,26.53,31
Italy,2016,Cereals & Grains,986.27,49313.7,36.53,27
Italy,2016,Seafood,5792.1,289604.75,199.73,29
Italy,2016,Legumes,3349.32,167465.75,104.67,32
Italy,2017,Dairy,2812.63,140631.45,100.45,28
Italy,2017,Fruits & Vegetables,1069.55,53477.3,59.42,18
Italy,2017,Legumes,1123.37,56168.35,37.45,30
Italy,2017,Oils & Fats,1342.02,67101.15,40.67,33
Italy,2017,Bakery,1755.66,87782.9,62.7,28
Italy,2017,Meat & Poultry,5957.71,297885.4,248.24,24
Italy,2017,Seafood,4029.79,201489.65,175.21,23
Italy,2017,Prepared Foods,3658.51,182925.5,135.5,27
Italy,2017,Cereals & Grains,1261.69,63084.75,63.08,20
Italy,2017,Beverages,815.5,40774.75,45.31,18
Italy,2018,Prepared Foods,1589.35,79467.25,48.16,33
Italy,2018,Bakery,3031.21,151560.7,97.78,31
Italy,2018,Cereals & Grains,1713.19,85659.45,77.87,22
Italy,2018,Legumes,869.4,43470.25,34.78,25
Italy,2018,Oils & Fats,200.81,10040.6,9.13,22
Italy,2018,Meat & Poultry,5580.84,279042.2,232.54,24
Italy,2018,Dairy,3890.8,194540.15,176.85,22
Italy,2018,Beverages,1030.81,51540.25,57.27,18
Italy,2018,Seafood,2707.05,135352.3,100.26,27
Italy,2018,Fruits & Vegetables,4474.72,223736.0,120.94,37
Italy,2019,Fruits & Vegetables,1998.04,99901.85,117.53,17
Italy,2019,Dairy,2093.16,104658.1,80.51,26
Italy,2019,Meat & Poultry,4297.97,214898.35,171.92,25
Italy,2019,Legumes,1058.87,52943.5,40.73,26
Italy,2019,Bakery,3858.09,192904.45,154.32,25
Italy,2019,Oils & Fats,1424.84,71242.05,59.37,24
Italy,2019,Seafood,1921.38,96069.15,101.13,19
Italy,2019,Prepared Foods,1293.17,64658.75,61.58,21
Italy,2019,Cereals & Grains,930.8,46540.1,54.75,17
Italy,2019,Beverages,1462.24,73112.25,60.93,24
Italy,2020,Fruits & Vegetables,938.84,46942.05,62.59,15
Italy,2020,Meat & Poultry,1882.79,94139.45,85.58,22
Italy,2020,Dairy,4128.06,206402.95,133.16,31
Italy,2020,Bakery,1454.7,72735.05,76.56,19
Italy,2020,Cereals & Grains,1671.89,83594.5,64.3,26
Italy,2020,Prepared Foods,4545.73,227286.45,189.41,24
Italy,2020,Legumes,1928.48,96424.2,66.5,29
Italy,2020,Beverages,1197.96,59898.25,38.64,31
Italy,2020,Seafood,67908.57,3395428.4,2611.87,26
Italy,2020,Oils & Fats,831.99,41599.6,34.67,24
Italy,2021,Beverages,1450.14,72507.25,72.51,20
Italy,2021,Prepared Foods,3042.13,152106.3,178.95,17
Italy,2021,Cereals & Grains,2218.62,110931.25,71.57,31
Italy,2021,Meat & Poultry,3758.02,187901.0,178.95,21
Italy,2021,Seafood,2499.59,124979.7,119.03,21
Italy,2021,Dairy,605.18,30259.1,28.82,21
Italy,2021,Oils & Fats,290.93,14546.3,13.22,22
Italy,2021,Bakery,2944.51,147225.7,117.78,25
Italy,2021,Legumes,691.22,34560.85,23.84,29
Italy,2021,Fruits & Vegetables,3056.75,152837.7,101.89,30
Italy,2022,Oils & Fats,656.85,32842.55,21.9,30
Italy,2022,Fruits & Vegetables,1853.62,92680.85,66.2,28
Italy,2022,Bakery,5304.43,265221.55,156.01,34
Italy,2022,Seafood,15456.94,772847.15,515.23,30
Italy,2022,Dairy,1600.49,80024.25,55.19,29
Italy,2022,Meat & Poultry,1728.86,86443.15,75.17,23
Italy,2022,Beverages,391.38,19569.0,19.57,20
Italy,2022,Legumes,1156.7,57835.25,44.49,26
Italy,2022,Cereals & Grains,3116.38,155818.8,148.4,21
Italy,2022,Prepared Foods,2849.77,142488.4,109.61,26
Italy,2023,Legumes,354.94,17746.95,14.79,24
Italy,2023,Oils & Fats,1348.37,67418.5,48.16,28
Italy,2023,Dairy,1535.15,76757.5,73.1,21
Italy,2023,Bakery,2062.28,103113.9,82.49,25
Italy,2023,Fruits & Vegetables,2775.41,138770.4,106.75,26
Italy,2023,Prepared Foods,2685.61,134280.3,116.77,23
Italy,2023,Seafood,2268.79,113439.4,81.03,28
Italy,2023,Beverages,1514.29,75714.65,65.84,23
Italy,2023,Cereals & Grains,3527.22,176360.8,125.97,28
Italy,2023,Meat & Poultry,3275.29,163764.65,136.47,24
Italy,2024,Cereals & Grains,1436.31,71815.5,71.82,20
Italy,2024,Beverages,2640.78,132039.1,91.06,29
Italy,2024,Legumes,1465.68,73284.05,61.07,24
Italy,2024,Oils & Fats,2072.58,103629.0,60.96,34
Italy,2024,Prepared Foods,6403.1,320155.1,206.55,31
Italy,2024,Fruits & Vegetables,4847.75,242387.65,179.55,27
Italy,2024,Bakery,1605.27,80263.5,69.79,23
Italy,2024,Seafood,1953.1,97655.0,122.07,16
Italy,2024,Meat & Poultry,1860.13,93006.7,74.41,25
Italy,2024,Dairy,2207.03,110351.6,78.82,28
Mexico,2015,Bakery,3501.48,175074.2,129.68,27
Mexico,2015,Meat & Poultry,1664.71,83235.4,69.36,24
Mexico,2015,Legumes,311.09,15554.7,15.55,20
Mexico,2015,Fruits & Vegetables,3169.37,158468.35,96.04,33
Mexico,2015,Oils & Fats,362.08,18104.1,15.74,23
Mexico,2015,Cereals & Grains,2638.74,131937.25,85.12,31
Mexico,2015,Beverages,744.69,37234.55,37.23,20
Mexico,2015,Dairy,2675.33,133766.7,121.61,22
Mexico,2015,Prepared Foods,1912.26,95612.8,76.49,25
Mexico,2015,Seafood,2270.09,113504.6,108.1,21
Mexico,2016,Bakery,5399.5,269974.8,199.98,27
Mexico,2016,Seafood,1385.96,69297.85,63.0,22
Mexico,2016,Prepared Foods,2653.75,132687.35,126.37,21
Mexico,2016,Oils & Fats,770.4,38520.05,24.08,32
Mexico,2016,Beverages,1678.94,83946.95,73.0,23
Mexico,2016,Meat & Poultry,2305.17,115258.4,65.86,35
Mexico,2016,Legumes,1776.23,88811.7,57.3,31
Mexico,2016,Fruits & Vegetables,4289.19,214459.65,147.9,29
Mexico,2016,Dairy,2319.49,115974.55,89.21,26
Mexico,2016,Cereals & Grains,1215.84,60791.8,41.93,29
Mexico,2017,Cereals & Grains,2982.87,149143.5,114.73,26
Mexico,2017,Legumes,947.34,47366.9,37.89,25
Mexico,2017,Prepared Foods,1343.48,67174.05,63.98,21
Mexico,2017,Fruits & Vegetables,2963.91,148195.75,118.56,25
Mexico,2017,Seafood,2473.53,123676.45,88.34,28
Mexico,2017,Meat & Poultry,4497.52,224875.9,179.9,25
Mexico,2017,Oils & Fats,786.01,39300.4,49.13,16
Mexico,2017,Beverages,1609.41,80470.4,67.06,24
Mexico,2017,Dairy,3128.69,156434.6,107.89,29
